552,2018-01-06,Here Comes Pacquiao's Fist #2,"Jo Se-ho, Yoo Byung-jae, Manny Pacquiao, Ryan Bang, Choo Dae-yeob Special appearances by commentator"
552,2018-01-06,Unanswered Questions - Jo Se-ho's Change of Heart,Jo Se-ho becomes a regular member. Lee Dong-wook
553,2018-01-13,Ace the Interview,"Jo Kyu-sung (Jo Se-ho's father) Interviewers: Cha Yoo-seon, Park Woong-suk, Baek Han-joo, Lee Eun-su"
554,2018-01-20,1 Hour Before #1,"Haha: Skull (via phone) Yang Se-hyung: Jeju Air flight attendants (Lee Yoon-seok, Kim Il-gwan) Jo Se"
555,2018-01-27,1 Hour Before #2,Kim Seung-ryeol
556,2018-02-03,In & Out,Brief appearance by IU (via phone)
557,2018-02-17,"Saturday, Saturday's, I Am A Singer 3: H.O.T. #1",H.O.T Brief appearance by Park Ji-sun (via phone)
558,2018-02-24,"Saturday, Saturday's, I Am A Singer 3: H.O.T. #2","H.O.T Brief appearances by Park Ji-sun, Kim Shin-young, and choreographers Baek Gu-young, Park Eun-y"
559,2018-03-03,Jo Se-ho's 100th Day Celebration,
559,2018-03-03,I Wanna Be A Celeb,"Celeb Five (Kim Shin-young, Song Eun-i, Shin Bong-sun, Ahn Young-mi, Kim Young-hee) Brief appearance"
560,2018-03-10,"I Miss You, Friend #1","Kim Je-dong, Ji Sang-ryeol, Kim Min-jong, Kim Jong-min, Nam Chang-hee, Park Na-rae"
561,2018-03-17,Curlvengers,"Korean women's Curling team (Kim Eun-jung, Kim Kyeong-ae, Kim Seon-yeong, Kim Yeong-mi, Kim Cho-hi, "
562,2018-03-24,"I Miss You, Friend #2","Kim Je-dong and his family, Monk Do-um, Monk Hye-an Brief appearances by Ji Sang-ryeol (via phone), "
563,2018-03-31,"I Miss You, Friend #3","Park Na-rae's family Brief appearances by Park Na-rae (via video & phone), Kim Jong-min (via video),"
